author,author-pid,paper,conference,year,title,Faculty,Position,Gender,Management,Area
A. S. Madhukumar,66/549,conf/vtc/MajhiXMP08,VTC Fall,2008,Theoretical Capacity Analysis of TH-UWB Systems for Orthogonal Pulse Based Modulation Schemes.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/PengDCM08,VTC Fall,2008,MUI Cancellation for Uplink BS-CDMA in Broadband Mobile Communication Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/KurniawanMC08,VTC Spring,2008,Relaying and Power Control Strategy for 2-Hop Distributed Cooperative Communication.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/ieiceee/MajhiMP07,,2007,Performance of orthogonal based modulation schemes for TH-UWB communication systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/iet-com/KurniawanMC07,,2007,Antenna selection technique for MIMO-OFDM systems over frequency selective Rayleigh fading channel.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/twc/LinPM07,,2007,Receive antenna selection for MIMO-SM systems with linear MMSE receivers in the presence of unknown interference.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icassp/MajhiMPC07,ICASSP (3),2007,A Hybrid M-Ary Modulation Scheme for Time Hopping UWB Communication Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icc/MajhiMPC07,ICC,2007,Modulation Schemes Based on Orthogonal Pulses for Time Hopping Ultra Wideband Radio Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/KurniawanMC07,PIMRC,2007,Performance Analysis of Distributed Space Time Coding: A Geometric Approach.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/KurniawanMCL07,PIMRC,2007,Successive Dirty Paper Coding: New Relaying Scheme for Cooperative Networks.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/MadhukumarPPC07,PIMRC,2007,A Simplified Approach for Peak-to-Average Power Reduction for Multicarrier Code Division Multiple Access Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/KurniawanMC07,VTC Spring,2007,Sub Optimal Antenna Selection Method for MIMO-OFDM Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/TioMPP07,WCNC,2007,Space-Frequency Coded BS-CDMA for Broadband Mobile Communication Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/MajhiMPC07,WCNC,2007,M-ary Signaling for Ultra Wideband Communication Systems Based on Pulse Position and Orthogonal Pulse Shape Modulation.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/icl/TioMP06,,2006,Layered -space-time architecture for MIMO block spread CDMA systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/ieiceee/MajhiMP06,,2006,Reduction of UWB interference at NB systems based on a generalized pulse waveform.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/twc/WongPCM06,,2006,Performance analysis of an over-sampling multi-channel equalization for a multi-band uwb system.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icassp/0001PM06,ICASSP (4),2006,Tap Selection Based Multipath Channel Equalization For UWB Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icc/0001PM06,ICC,2006,Receive Antenna Selection for MIMO Systems in the Presence of Unknown Interference.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/KurniawanMC06,PIMRC,2006,Performance Analysis of Broadband Wireless Access Systems with Antenna Selection.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/DharmaMPP06,VTC Spring,2006,On Channel Estimation for Layered Space-Time Block Spread CDMA Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/LinPMC06,VTC Spring,2006,Diagonally Loaded Linear MMSE Equalization for UWB Multipath Channel Under Limited Training Sample Support.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/icl/LinPM05,,2005,Matching pursuit-based tap selection technique for UWB channel equalization.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/ieiceee/ZhiweiPM05,,2005,Performance evaluation of tap selection based MMSE equalization for UWB systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/globecom/TioMPL05,GLOBECOM,2005,Analysis of space-time coded block spread systems for CDMA downlink.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/iscas/ZhiweiPM05,ISCAS (6),2005,Tap selection based MMSE equalization for high data rate UWB communication systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/PengCM05,WCNC,2005,Performance studies of a VSF-OFCDM system using a symbol relocated scheme during retransmission.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/ejwcn/MadhukumarCLY04,,2004,Single Carrier Cyclic Prefix-Assisted CDMA System with Frequency Domain Equalization for High Data Rate Transmission.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/icl/YangM04,,2004,A two-dimensional multipath channel estimator for CDMA systems with timing-offset errors.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/twc/MadhukumarC04,,2004,Enhanced architecture for residue number system-based CDMA for high-rate data transmission.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icc/YeMC04,ICC,2004,Power spectral density and in-band interference power of UWB signals at narrowband systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/ZhiweiPM04,VTC Fall (2),2004,MMSE detection for high data rate UWB MIMO systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/PengMC04,WCNC,2004,Performance studies of interleaving schemes for MC-CDMA systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/ijwoc/ZhongMC03,,2003,QRD-RLS Adaptive Equalizer and its CORDIC-Based Implementation for CDMA Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/tbc/WongMC03,,2003,Peak-to-average power reduction using partial transmit sequences: a suboptimal approach based on dual layered phase sequencing.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/tbc/AlenMC03,,2003,Capacity enhancement of a multi-user OFDM system using dynamic frequency allocation.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/wpc/MadhukumarCP03,,2003,Incremental Redundancy and Link Adaptation in Wireless Local Area Networks Using Residue Number Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/icassp/MadhukumarYC03,ICASSP (4),2003,Optimal and sub-optimal training sequence design for two-dimensional maximum-likelihood channel estimator for single-carrier and multicarrier quasisynchronous CDMA systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/iscas/MadhukumarPSJMHC03,ISCAS (2),2003,Space-time equalizer for advanced 3GPP WCDMA mobile terminal: experimental results.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/iscas/MadhukumarCL03,ISCAS (2),2003,A novel pilot structure for the downlink transmission of cyclic prefix assisted single carrier CDMA system with frequency domain equalisation.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/YangMC03,PIMRC,2003,Software-defined decision-feedback multi-user detection in frequency domain for single-carrier and multi-carrier CDMA systems - a sequential quadratic programming approach.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/MadhukumarPLC03,PIMRC,2003,Performance studies of a multiband multicarrier CDMA system with a simplified receiver structure using despreader before equalizer.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/HoMC03,PIMRC,2003,Conventional quadrature mixer for impulse radio receivers- filter design issues.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/YangMC03,WCNC,2003,Multistage interference cancellation with frequency domain equalization for uplink transmission of single carrier cyclic prefix assisted CDMA system.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/wcnc/AlenMC03,WCNC,2003,Capacity enhancement of a multi-user OFDM system using dynamic frequency allocation.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/tbc/MadhukumarC02,,2002,Residue number system-based multicarrier CDMA system for high-speed broadband wireless access.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/tbc/PremkumarML02,,2002,MAC units for matched filters in DS-CDMA systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
Chiew Tong Lau,30/6609,journals/tbc/PremkumarML02,,2002,MAC units for matched filters in DS-CDMA systems.,Lau Chiew Tong,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/vlsisp/PremkumarM02,,2002,An Efficient VLSI Architecture for the Computation of 1-D Discrete Wavelet Transform.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/wpc/MadhukumarC02,,2002,Performance Studies of a Reside Number System Based CDMA System over Bursty Communication Channels.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/ifip6-8/MingqianMC02,PWC,2002,CORDIC Based QRD-RLS Adaptive Equalizer for CDMA Systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/MadhukumarC02,PIMRC,2002,An efficient method for high-rate data transmission using residue number system based DS-CDMA.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/MadhukumarC02a,PIMRC,2002,Design of a high-speed MC-CDMA system for broadband mobile radio communications.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/MadhukumarC01,VTC Fall,2001,Improving bandwidth efficiency for a residue number system based DS-CDMA system.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/vtc/MadhukumarC01a,VTC Fall,2001,Incorporating incremental redundancy and link adaptation in communication systems using residue number systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/iscas/MadhukumarC00,ISCAS,2000,Code synchronization and path delay estimation for a CDMA system using long code masking.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/pimrc/PremkumarMC00,PIMRC,2000,MAC units for matched filters in DS-CDMA systems.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,journals/csl/MadhukumarRY93,,1993,Intonation component of a text-to-speech system for Hindi.,A S Madhukumar,Associate Professor,M,N,Computer Networks
A. S. Madhukumar,66/549,conf/interspeech/MadhukumarRSY91,EUROSPEECH,1991,Synthesizing intonation for speech in hindi.,A S Madhukumar,Associate Professor,M,N,Computer Networks
Alexei Sourin,15/3108,journals/aei/DaiMES20,,2020,Soldering defect detection in automatic optical inspection.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/jzusc/CheginiBCCSAS20,,2020,Interactive visual labelling versus active learning: an experimental comparison.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/DaiJES20,CW,2020,Self-supervised Pairing Image Clustering and Its Application in Cyber Manufacturing.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/KanS20,CW,2020,Generation of Irregular Music Patterns With Deep Learning.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/2020,CW,2020,"International Conference on Cyberworlds, CW 2020, Caen, France, September 29 - October 1, 2020",Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/tcos/2020-36,Trans. Comput. Sci.,2020,Transactions on Computational Science XXXVI - Special Issue on Cyberworlds and Cybersecurity,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/aei/MujeebDES19,,2019,One class based feature learning approach for defect detection using deep autoencoders.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/vi/CheginiBBSAS19,,2019,"Interactive labelling of a multivariate dataset for supervised machine learning using linked visualisations, clustering, and active learning.",Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/Sourin19,CW,2019,Music in the Air with Leap Motion Controller.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/VolkauMDES19,CW,2019,Detection Defect in Printed Circuit Boards using Unsupervised Feature Extraction Upon Transfer Learning.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/siggrapha/CheginiASS19,SIGGRAPH Asia Posters,2019,Eye-Tracking Based Adaptive Parallel Coordinates.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/cg/KoaJS18,,2018,Interactive rendering of translucent materials under area lights using voxels and Poisson disk samples.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/cg/CuiS18,,2018,Mid-air interaction with optical tracking for 3D modeling.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/symmetry/WengS18,,2018,Interactive Cutting of Thin Deformable Objects.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cgi/GuoS18,CGI,2018,Tangible Video Communication over the Internet.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/GuoS18,CW,2018,Towards Asynchronous Video-Haptic Interaction in Cyberspace.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/DaiMES18,CW,2018,Towards Automatic Optical Inspection of Soldering Defects.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/MujeebDES18,CW,2018,Unsupervised Surface Defect Detection Using Deep Autoencoders and Data Augmentation.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,conf/cw/2018,CW,2018,"2018 International Conference on Cyberworlds, CW 2018, Singapore, October 3-5, 2018",Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/tcos/2018-32,Trans. Comput. Sci.,2018,Transactions on Computational Science XXXII - Special Issue on Cybersecurity and Biometrics,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/cg/FujishiroS17,,2017,Foreword to the Special Issue on 2016 International Conference on Cyberworlds (CYBERWORLDS 2016).,Alexei Sourin,Associate Professor,M,N,Computer Graphics
Alexei Sourin,15/3108,journals/cg/EdelsbrunnerHSF17,,2017,Procedural modeling of architecture with round geometry.,Alexei Sourin,Associate Professor,M,N,Computer Graphics
